,flat_price,Комнат,Площадь,Жилая,Кухня,Этаж,Ремонт,Тип сделки,Лет в собственности,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Количество квартир,latitude,longitude,Вид из окон,Тип перекрытий,Горячее водоснабжение,Количество собственников,Мусоропровод,Несовершеннолетние собственники,Прописанные несовершеннолетние,Количество балконов,Тип фундамента,Балкон,Количество лифтов,Грузовой лифт,Высота потолков,price_stats,Детская площадка,Перепланировка,Газ,Спортивная площадка,Год ввода в эксплуатацию,Количество подъездов,Наименьшее количество этажей,Предоплата,Залог,Класс энергоэффективности,Прописано,Коммунальные платежи,Холодное водоснабжение,Комнат в квартире,Площадь комнаты,Теплоснабжение,Санузел,Энергоснабжение
9855,110 000 000,4,"222,3",110,24,15,Дизайнерский,Свободная продажа,,2006,Смешанные,01-пз индивидуальный проект,57,есть,,"55.79848,",7.520671},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9856,9 900 000,1,"48,2",20,14,12,Евро,Свободная продажа,,2007,Смешанные,а-типовой,14,есть,273,"55.47198,",7.544234},во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,65 000 000,2,"87,3",,15,5,design,Свободная продажа,,1890,Кирпичный,01-пз индивидуальный проект,,есть,,"55.76136,",7.601034},на,Деревянный,,,,,,,Ленточный,нет,,,,,,,,,,,,,,,,,,,,,,
9858,19 999 000,4,"79,5","51,4","22,5",13,Евро,Свободная продажа,Меньше трех,2022,Панельный,,33,,,55.883136,37.503971,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,15 800 000,2,54,28,12,2,,Свободная продажа,,2022,Монолитный,,33,,,55.667406,37.441089,,Железобетонный,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
9860,20 000 000,3,"74,2","45,8",11,6,Косметический,Свободная продажа,Больше пяти,2022,Монолитный,i-511,19,есть,100,55.877693,37.677643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,9 500 000,1,32,20,6,5,Требует ремонта,Свободная продажа,,1965,Монолитный,1-510,5,,,55.801946,37.548591,,Железобетонный,,,,,,1,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9862,86 000 000,2,"114,2",,15,46,Дизайнерский,,,2018,Монолитный,,75,,,55.750479,37.539527,,Железобетонный,Центральное,,есть,,,,,нет,26,,3,,,,,,,,,,,,,,,,,,,
9863,35 000 000,3,96,61,10,7,Дизайнерский,Свободная продажа,Больше пяти,1962,Кирпичный,II-08,8,есть,,55.780659,37.670007,,Деревянный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,16 990 000,2,54,35,12,4,косметический,Свободная продажа,,2014,,,4,,,55.824845,37.415308,во,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,175 377 270,4,192,160,20,5,,Свободная продажа,,2001,Кирпичный,,7,,,55.806019,37.482017,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9866,35 000 000,2,"73,1",,"23,3",25,Без ремонта,Свободная продажа,,2022,Монолитный,,25,есть,,55.695611,37.47351},,Железобетонный,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
9867,17 400 000,2,"60,3",42,"6,7",4,Без ремонта,Свободная продажа,Больше пяти,1924,Кирпичный,01-пз индивидуальный проект,5,,,55.731465,37.662057,,Смешанный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9868,459 797 384,5,236,180,30,2,,Свободная продажа,,2010,Кирпичный,,8,,,55.736681,37.599319,,Железобетонный,Центральное,,,,,,,нет,,,,,,,есть,,,,,,,,,,,,,,,
9869,8 600 000,1,41,"17,8","9,1",18,Отсутствует,Свободная продажа,,,Монолитный,,17,,,55.605261,37.651816,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870,19 499 999,2,66,37,8,3,,Свободная продажа,,1940,Кирпичный,01-пз индивидуальный проект,8,есть,,55.760241,37.611347,,Железобетонный,,,,,,,,,,,,,,,,,,,,нет,1 ₽,,,,,,,,,
9871,20 500 000,2,"48,5",28,"9,1",4,Евро,Свободная продажа,,1974,Блочный,II-68,12,есть,,55.742524,37.668453,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,40 000 000,4,"155,4",110,25,3,Типовой,Свободная продажа,,2005,Монолитный,"14/14, индивидуальный",22,есть,,55.713065,37.501007,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9873,24 900 000,3,"73,4",,"10,5",14,,,,2022,Монолитный,,19,есть,,55.709596,37.481603,,Железобетонный,,,есть,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9874,12 570 000,2,"55,9","21,6","15,5",17,Евро,Свободная продажа,,2006,Монолитный,01-пз индивидуальный проект,17,есть,64,55.871056,37.531379,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,18 000 000,3,"72,2",45,"9,5",8,,Альтернатива,,1981,Железобетон,П-44,16,есть,,"55.64602,","7.7259},""",,Железобетонный,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
9876,76 000 000,3,71,52,16,8,евроремонт,,,1938,Кирпичный,01-пз индивидуальный проект,8,есть,,55.758493,37.613198,во,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9877,45 000 000,4,161,65,35,3,Косметический,Свободная продажа,,2003,Железобетон,,22,есть,,55.808781,37.564841,,Монолитный,,1,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,10 800 000,1,35,19,8,10,косметический,Свободная продажа,,1980,Монолитный,И-522а,16,есть,,55.592953,37.548276,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879,14 200 000,1,"40,9","17,4","9,9",5,Дизайнерский,Свободная продажа,Больше пяти,2011,Панельный,КОПЭ,25,есть,288,55.687441,37.464194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,8 200 000,1,33,19,"6,6",4,Косметический,Свободная продажа,Больше пяти,1973,Железобетон,II-49,9,есть,,55.823677,37.828578,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881,12 300 000,1,36,20,9,5,косметический,Свободная продажа,,1966,Железобетон,II-18-9,12,есть,,"55.72307,",7.523627},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882,24 000 000,3,77,46,10,10,Косметический,Свободная продажа,,2009,Панельный,КОПЭ,22,есть,,55.653233,37.525001,,Железобетонный,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883,9 420 000,1,"39,2","20,9","8,6",4,Косметический,Свободная продажа,Больше пяти,1986,Железобетон,П-46,14,есть,,55.575521,37.647154,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9884,23 300 000,3,"86,5",59,11,5,евроремонт,Свободная продажа,,2022,Монолитный,i-511,19,есть,100,55.877693,37.677643,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,34 500 000,2,"68,2","30,8",21,9,Требует ремонта,Свободная продажа,,2022,Монолитный,,15,есть,1806,55.700978,37.49347},на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,13 450 000,1,"37,5",,10,2,,,,2018,Монолитный,121. многоквартирный дом,14,есть,,55.598858,37.725271,,Железобетонный,,,есть,,,1,,,2,есть,,,,,,,,,,,,,,,,,,,,
9887,12 000 000,1,"37,7",19,"7,5",13,Евро,Свободная продажа,От трех до пяти,2003,Панельный,П-44Т,14,есть,,55.667955,37.780841,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888,13 500 000,1,38,19,"8,4",10,Косметический,Свободная продажа,От трех до пяти,1988,Панельный,П-44,17,есть,,"55.76919,","7.49215},",,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889,10 000 000,1,35,25,6,5,косметический,Свободная продажа,,1972,Панельный,1-515-5,5,,,55.601264,37.349829,во,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9890,20 500 000,2,"50,2",28,7,3,,Свободная продажа,,1954,Кирпичный,01-пз индивидуальный проект,9,есть,,55.817416,37.503379,,Железобетонный,,,,,,,,нет,,,,,,,нет,,,,,,,,,,,,,,,
9891,15 200 000,1,"41,5","17,1",10,17,Евро,Свободная продажа,,2016,Панельный,II-32,23,есть,,"55.67092,","7.5061},""",на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,11 350 000,2,"45,9","29,3","6,7",9,Косметический,Свободная продажа,,1968,Железобетон,II-57,10,есть,,55.813723,37.799328,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,39 800 000,2,75,"43,1",20,5,Евро,Свободная продажа,,1914,Кирпичный,01-пз индивидуальный проект,6,есть,,55.754046,37.639267,,Смешанный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9894,11 900 000,3,"60,3","39,1",8,1,Без ремонта,Свободная продажа,Больше пяти,1978,Железобетон,1-515-9,9,есть,,55.823843,37.81407},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,2 875 000,1,"11,5",5,3,1,Отсутствует,Свободная продажа,,1958,Кирпичный,01-пз индивидуальный проект,8,есть,,55.800484,37.583122,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,7 800 000,1,33,"18,8","6,7",1,Косметический,Свободная продажа,Больше пяти,1971,Панельный,II-49,9,есть,144,55.743416,37.822343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,38 300 000,3,"69,8",,10,3,Дизайнерский,Свободная продажа,От трех до пяти,2022,,,14,есть,,55.717432,37.497575,,,,2,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,23 500 000,1,"38,5",15,15,53,design,Свободная продажа,,2022,Смешанные,1-511,5,,,55.773662,37.474336,на,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,15 900 000,1,"32,8","10,8","10,4",29,Требует ремонта,Свободная продажа,,2022,Панельный,К-7,5,,,55.773854,37.473411,во,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,22 999 000,3,86,57,14,16,Отсутствует,Свободная продажа,,2020,Монолитный,,23,есть,684,55.645847,37.389059,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,23 000 000,2,58,33,13,8,Евро,Свободная продажа,,2015,Железобетон,П-44,25,есть,,55.700116,37.930042,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,13 650 000,1,"43,3",,,6,Без ремонта,Свободная продажа,,2020,Монолитный,,8,есть,82,55.567774,37.441727,,Железобетонный,,,,нет,нет,,,,,,,,,нет,,,,,,,,,,,,,,,,
9903,13 900 000,1,39,23,11,18,Отсутствует,Свободная продажа,,2023,,,23,,,55.770856,37.517985,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9904,69 000 000,3,"139,3",86,20,7,Евро,Свободная продажа,,2000,Монолитный,,14,есть,,"55.73071,",7.629978},во,Железобетонный,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,17 900 000,3,84,46,11,6,Косметический,Свободная продажа,,2001,Панельный,П-3М,16,есть,,55.656809,37.773071,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9906,75 000 000,4,156,"89,5",25,5,Евро,Свободная продажа,,2011,Монолитный,01-пз индивидуальный проект,53,есть,,55.723257,37.52766},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,65 000 000,3,"75,9","47,8","8,9",6,Евро,Свободная продажа,,1937,Кирпичный,01-пз индивидуальный проект,7,есть,,55.766866,37.633526,на,Деревянный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,17 990 000,1,37,14,16,6,Дизайнерский,Свободная продажа,,2018,Монолитный,,13,есть,321,55.591533,37.455714,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,23 140 000,2,"44,3","24,2","8,5",9,Требует ремонта,Свободная продажа,,2018,,,3,,,55.700136,37.633356,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,20 900 000,4,93,"61,2",19,15,Евро,Свободная продажа,,2021,Монолитный,,22,есть,,55.613138,37.387541,,Железобетонный,Центральное,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911,9 900 000,2,45,26,6,1,Отсутствует,Свободная продажа,,1960,Смешанные,1-510,5,,,55.789466,37.794801,во,Иное,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
9912,47 000 000,4,"110,3",70,"12,2",7,Без ремонта,Свободная продажа,Больше пяти,1949,Кирпичный,,8,есть,,55.780218,37.575343,,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9913,69 000 000,3,106,69,10,7,Дизайнерский,Свободная продажа,,2011,Монолитный,01-пз индивидуальный проект,53,есть,,55.723257,37.52766},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,10 690 000,1,40,,"11,3",17,,,,2019,Монолитно-кирпичный,,25,есть,216,55.598456,37.365415,,Железобетонный,,,,,,1,,,1,есть,,,,,,,,,,,,,,,,,,,,
9915,12 500 000,1,"37,7",19,"8,4",10,косметический,Свободная продажа,,1984,Панельный,П-44,17,есть,,55.748473,37.420689,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916,16 700 000,3,65,,"7,8",12,,,,1979,Панельный,II-68,16,есть,,55.640497,37.546848,,Железобетонный,,,есть,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
9917,24 100 000,2,50,29,8,9,Косметический,Свободная продажа,,1972,Кирпичный,01-пз индивидуальный проект,15,есть,,55.776532,37.614473,,Железобетонный,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
9918,31 302 000,2,"66,6","32,1","9,7",2,Требует ремонта,,,1928,Кирпичный,01-пз индивидуальный проект,6,есть,,55.739894,37.648421,,Смешанный,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
9919,75 000 000,4,107,,"33,7",15,Дизайнерский,Свободная продажа,,,Монолитный,,41,есть,,"55.7547,""",".5239},""l",,,,,,,,,,нет,,,3.1,,,,,,,,,,,,,,,,,,,
9920,65 000 000,4,135,94,16,9,Дизайнерский,Свободная продажа,Больше пяти,2012,Монолитный,1 группа капитальности,40,есть,332,55.744308,37.419521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,8 900 000,1,"28,3",12,10,21,,Свободная продажа,,2016,Монолитный,01-пз индивидуальный проект,25,есть,,55.565208,37.477085,,Железобетонный,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
9922,15 800 000,3,77,"47,5","10,1",6,Косметический,Альтернатива,Больше пяти,1998,Панельный,П-3М,10,есть,,55.530918,37.51821},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,21 000 000,2,60,"36,3","10,4",10,косметический,Свободная продажа,,2023,Монолитный,,26,есть,,55.750986,37.695259,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,32 000 000,3,"75,5",,10,13,,,,2018,Монолитный,01-пз индивидуальный проект,17,есть,,55.672351,37.507089,,Железобетонный,,,есть,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
9925,11 600 000,1,"41,7","18,9","7,5",6,Без ремонта,Свободная продажа,Больше пяти,1986,Панельный,II-49,25,есть,,55.596249,37.589033,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,14 800 000,1,44,,12,6,,,,2023,Монолитный,,20,,,55.838334,37.513422,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9927,29 800 000,5,127,91,9,1,Косметический,Свободная продажа,Больше пяти,1958,Кирпичный,II-03,5,,,55.761001,37.789231,,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9928,12 300 000,1,"46,3","28,3","10,4",16,Косметический,Свободная продажа,Больше пяти,2020,Монолитный,,25,есть,,55.662928,37.731569,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,9 500 000,1,"37,9",19,8,1,Без ремонта,Альтернатива,Больше пяти,2002,Железобетон,П-44,17,есть,,55.835412,37.534622,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930,14 700 000,3,81,"44,4","16,7",16,,Свободная продажа,От трех до пяти,2019,Иные,П-44К,17,есть,283,55.702805,37.946643,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,4 100 000,1,"15,2",12,2,1,,Свободная продажа,,,Кирпичный,,2,,,55.674433,37.734344,,,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
9932,16 500 000,3,60,40,6,5,Евро,Альтернатива,,1968,Иные,II-49,9,есть,,55.866768,37.496623,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933,22 590 000,3,64,44,11,7,Евро,Свободная продажа,,1976,Блочный,И-209а,14,есть,,55.796339,37.605328,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9934,65 500 000,4,117,67,20,5,Отсутствует,Свободная продажа,,2012,Монолитный,,9,,,55.772684,37.616387,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9935,15 500 000,1,35,"21,3",9,4,Евро,Свободная продажа,,2023,Монолитный,,16,есть,,55.819024,37.425917,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,72 400 000,5,168,"82,3",19,4,Дизайнерский,Свободная продажа,,2009,Монолитный,"14/14, индивидуальный",17,есть,,55.791289,37.598959,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,23 800 000,1,42,"12,5",16,10,Дизайнерский,Свободная продажа,,2018,Кирпичный,,6,есть,772,55.790671,37.550136,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,12 500 000,2,"45,2",36,6,6,Евро,Свободная продажа,,2021,Монолитный,,22,есть,,55.613941,37.386813,во,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,6 100 000,,"27,1",,,6,евроремонт,Свободная продажа,,2022,Монолитный,,9,есть,,55.557729,37.315649,во,Железобетонный,Центральное,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
9940,7 500 000,1,"32,1","16,6","8,5",6,Косметический,Свободная продажа,,1973,Железобетон,01-пз индивидуальный проект,9,есть,,55.604763,37.171972,,Железобетонный,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,18 800 000,1,"37,8",,,21,,Свободная продажа,,,,,,,,55.696869,37.624247,,,,,,,,,,нет,,нет,,,,,,,,,,,,,,,,,,,,
9942,27 800 000,5,112,71,11,4,Косметический,Альтернатива,Больше пяти,2009,Железобетон,П-44Т,17,есть,,55.653939,37.408606,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,31 500 000,3,"60,1",,20,8,Дизайнерский,Свободная продажа,,2015,Монолитный,II-14,31,есть,511,"55.7559,""",".506675},",,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,
9944,17 950 000,1,"43,2",21,10,13,Дизайнерский,Свободная продажа,,2019,Монолитный,,38,есть,1539,55.862378,37.542689,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945,9 300 000,1,"30,8",17,6,4,Косметический,Свободная продажа,Больше пяти,1964,Железобетон,515-i,5,,,"55.82796,",7.760009},,Железобетонный,,,,,,,Бетонные столбы,,,,,,,,,,,,,,,,,,,,,,,
9946,11 300 000,1,"42,2",23,8,8,,Свободная продажа,,2003,Железобетон,ИП-46С,16,есть,,55.585647,37.69534},,Железобетонный,,,,,,,,нет,2,,,,,,,,,,,,,,,,,,,,,
9947,12 000 000,3,58,"41,7","6,5",4,Без ремонта,Свободная продажа,Меньше трех,1971,Железобетон,i-605-am,9,есть,,55.634761,37.606307,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,19 000 000,2,"26,9",18,6,2,Евро,,,1900,Кирпичный,01-пз индивидуальный проект,4,,,55.744799,37.581622,во,Железобетонный,,,,,,,Ленточный,нет,,,,,,,,,,,,,,,,,,,,,,
9949,9 500 000,1,"36,1",20,8,1,Косметический,Свободная продажа,,1983,Железобетон,П-43,16,есть,,55.890704,37.608221,,Железобетонный,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,24 450 000,1,"40,6","15,3","11,6",6,Дизайнерский,Свободная продажа,,2023,Монолитный,,30,,,55.768188,37.502893,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,21 999 000,3,"82,9","49,3",14,11,Отсутствует,Свободная продажа,,2022,Монолитный,,23,есть,576,55.647432,37.38631},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,35 900 000,4,131,90,15,4,Без ремонта,Свободная продажа,,1940,Кирпичный,01-пз индивидуальный проект,7,есть,,55.781519,37.555912,,Деревянный,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,18 000 000,4,"75,8",51,8,1,Косметический,Свободная продажа,Больше пяти,1976,Железобетон,П-30,12,есть,238,55.868107,37.597621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,16 800 000,2,"43,6","29,1","6,5",26,Требует ремонта,Свободная продажа,,2023,Монолитный,,30,есть,,55.716017,37.432322,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,58 000 000,4,156,90,25,15,Евро,Свободная продажа,Больше пяти,2010,Монолитный,"14/14, индивидуальный",32,есть,1935,55.774745,37.548609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,39 500 000,3,84,60,10,15,Дизайнерский,Свободная продажа,,2020,Монолитно-кирпичный,,21,есть,670,55.772502,37.497486,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9957,22 300 000,2,65,"34,7","15,7",20,Дизайнерский,Свободная продажа,,2011,Монолитный,"14/14, индивидуальный",30,есть,,55.810531,37.728604,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,25 400 000,3,80,35,10,18,,Свободная продажа,,2004,Монолитный,КОПЭ,22,есть,,55.657327,37.518282,,Железобетонный,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
9959,23 000 000,3,76,45,13,15,Евро,Альтернатива,Больше пяти,2003,Железобетон,П-44Т,17,есть,,55.635691,37.723439,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960,8 350 000,1,43,,10,8,,,,2017,Панельный,,19,есть,,55.592581,37.20689},,Железобетонный,,,есть,,,1,Ленточный,,1,,,,,,есть,,,,,,,,,,,,,,,
9961,24 500 000,1,"52,2",30,15,11,Евро,Свободная продажа,,2018,Монолитно-кирпичный,,14,есть,,55.700613,37.633634,,Железобетонный,Центральное,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,21 400 000,3,"85,1",56,"10,2",1,,Свободная продажа,,1990,Монолитный,П-3,17,есть,,55.757845,37.703577,,Железобетонный,,,,,,,,нет,2,,,,,,,,,,,,,,,,,,,,,
9963,14 200 000,1,34,12,11,32,Требует ремонта,Свободная продажа,,2023,Монолитный,,33,,,"55.67656,",7.641539},на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,26 600 000,2,"61,1",39,10,5,евроремонт,Свободная продажа,,1978,Железобетон,,16,есть,,55.776011,37.646274,на,Монолитный,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,251 476 048,3,"172,1",,,4,,,,2012,Монолитный,01-пз индивидуальный проект,6,есть,,55.741744,37.599741,,Железобетонный,,,есть,,,,,нет,,,3.35,,,,,,,,,,,,,,,,,,,
9966,7 650 000,2,"41,9",30,"5,8",2,Косметический,Свободная продажа,Больше пяти,1965,Кирпичный,,4,,,55.504359,37.563835,,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
9967,56 667 163,4,"114,3",,,8,,Свободная продажа,,,,,9,,,55.741733,37.396973,,,,,,нет,нет,,,нет,,,,,,нет,,,,,,,,,,,,,,,,
9968,20 000 000,2,"59,1","35,5",7,5,Евро,Свободная продажа,,1934,Кирпичный,01-пз индивидуальный проект,5,,,55.748888,37.718471,во,Деревянный,,,,,,,Свайный,,,,,,,,,,,,,,,,,,,,,,,
9969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Не смог найти стоимость квартиры,,,,,,,,,,,,,,,,,,
9970,23 700 000,3,"94,7","53,4","9,8",5,Евро,Альтернатива,,1958,Блочный,1-511,5,,,55.798702,37.781614,во,Железобетонный,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
9971,26 999 999,2,70,,12,2,Требует ремонта,Свободная продажа,,2022,Монолитный,,29,есть,,"55.71801,","7.65524},",,Железобетонный,Центральное,,,,,1,,,,,3.2,,,,,,,,,,,,,,,,,,,
9972,19 500 000,1,"39,9",26,"13,5",3,Дизайнерский,Свободная продажа,,2022,Монолитный,,19,есть,,55.767448,37.498537,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Не смог найти стоимость квартиры,,,,,,,,,,,,,,,,,,
9974,14 600 000,2,"54,8",35,9,10,Евро,Свободная продажа,,2014,Железобетон,И-155,19,есть,,55.707491,37.928632,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,23 500 000,1,40,,6,2,,,,2022,Монолитный,,35,есть,778,"55.81082,",7.626268},,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
9976,39 550 000,3,108,68,11,3,Евро,Свободная продажа,,1958,Кирпичный,"14/14, индивидуальный",9,есть,,55.789547,37.635224,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977,31 900 000,1,48,19,12,13,Дизайнерский,Свободная продажа,,2020,Монолитный,01-пз индивидуальный проект,22,есть,285,55.683554,37.583993,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978,32 000 000,3,89,31,30,16,Дизайнерский,Свободная продажа,Меньше трех,2020,Монолитный,"14/14, индивидуальный",25,есть,,55.882434,37.681532,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979,10 200 000,1,"39,1","18,2","10,8",11,евроремонт,Свободная продажа,,2015,Смешанные,01-пз индивидуальный проект,17,есть,,55.576477,37.474893,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980,11 800 000,2,"44,7",,6,9,,,,1973,Железобетон,II-49,9,есть,,55.821173,37.828883,,Железобетонный,,,есть,,,1,,,,,,,,,есть,,,,,,,,,,,,,,,
9981,14 000 000,1,34,18,"7,5",6,Косметический,Свободная продажа,,2017,Монолитный,,24,есть,,55.673661,37.494791,во,Железобетонный,,,,,,,Свайный,,,,,,,,,,,,,,,,,,,,,,,
9982,17 500 000,3,"81,4","46,3",11,15,Отсутствует,Свободная продажа,,2020,Монолитный,,22,есть,1792,55.631798,37.412056,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
